employee_id,employee_number,country,state,city,office_site,office_type,age,age_band,gender,atsi_identification,department,job_role,job_level,highest_education,years_at_company,hire_year,years_in_current_role,years_since_last_promotion,years_with_current_manager,training_sessions_last_year,flexible_work,absence_days,inclusion_index,wellbeing_index,development_index,work_life_balance,job_satisfaction,performance_rating,sdg_score,base_salary_aud,oncosts_aud,super_aud,hired_flag,terminated_flag,active_employee,attrition,employee_status,termination_reason,total_employment_cost_aud,is_terminated,is_active,sdg_band,performance_band,satisfaction_band,wellbeing_band,promotion_delay_band,tenure_band,comparable_role_group,retention_risk_segment,high_value_at_risk,hq_branch_group,sdg_score_recalculated,sdg_score_match
E100081,244006,Australia,South Australia,Adelaide,Adelaide Branch,Branch,51,45-54,Male,No,Corporate Services,Payroll Officer,1,Associate Degree,4,2022,0,1,1,3,Yes,6,4,2,4,3,2,1,3,107500,19350,12900,1,0,1,No,Active,,139750,0,1,Moderate SDG,Low Performer,Low Satisfaction,Low Wellbeing,Recently Promoted,4-5 Years,Corporate Services | Payroll Officer | Level 1,Lower Observable Risk,Other,Branch,3,Match
E102489,284186,Australia,South Australia,Adelaide,Adelaide Branch,Branch,46,45-54,Male,Yes,Corporate Services,Finance Business Partner,3,Masters,2,2024,2,0,2,2,No,5,4,5,4,3,3,1,3,155100,27918,18612,1,0,1,No,Active,,201630,0,1,Moderate SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Corporate Services | Finance Business Partner | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E102566,672372,Australia,South Australia,Adelaide,Adelaide Branch,Branch,63,55-65,Male,No,Corporate Services,Finance Business Partner,3,Masters,1,2025,1,0,1,4,Yes,6,5,4,1,3,3,3,4,174400,31392,20928,1,0,1,No,Active,,226720,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Corporate Services | Finance Business Partner | Level 3,Lower Observable Risk,Other,Branch,4,Match
E103817,517858,Australia,South Australia,Adelaide,Adelaide Branch,Branch,35,35-44,Female,No,Corporate Services,Finance Business Partner,3,Doctorate,4,2022,0,4,1,4,No,2,1,3,5,5,4,4,2,189600,34128,22752,1,1,0,Yes,Terminated,Restructure/Redundancy,246480,1,0,Low SDG,High Performer,High Satisfaction,Moderate Wellbeing,Long Promotion Delay,4-5 Years,Corporate Services | Finance Business Partner | Level 3,Lower Observable Risk,Other,Branch,3,Mismatch
E103864,747531,Australia,South Australia,Adelaide,Adelaide Branch,Branch,47,45-54,Male,No,Corporate Services,Finance Business Partner,3,Masters,2,2024,2,0,2,1,No,13,4,5,4,4,3,2,4,174200,31356,20904,1,0,1,No,Active,,226460,0,1,High SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Corporate Services | Finance Business Partner | Level 3,Lower Observable Risk,Other,Branch,4,Match
E100241,875284,Australia,South Australia,Adelaide,Adelaide Branch,Branch,56,55-65,Male,No,Corporate Services,HR Manager,4,Bachelors,4,2022,0,0,2,5,No,6,4,3,3,3,2,3,4,187100,33678,22452,1,0,1,No,Active,,243230,0,1,High SDG,Moderate Performer,Low Satisfaction,Moderate Wellbeing,Recently Promoted,4-5 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Mismatch
E100365,882634,Australia,South Australia,Adelaide,Adelaide Branch,Branch,34,25-34,Female,No,Corporate Services,HR Manager,4,Doctorate,2,2024,2,0,1,4,No,5,4,2,4,5,3,4,3,183600,33048,22032,1,1,0,Yes,Terminated,Retirement,238680,1,0,Moderate SDG,High Performer,Moderate Satisfaction,Low Wellbeing,Recently Promoted,2-3 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E100605,522439,Australia,South Australia,Adelaide,Adelaide Branch,Branch,55,55-65,Female,No,Corporate Services,HR Manager,4,Doctorate,4,2022,2,1,1,1,Yes,7,3,3,3,1,4,3,3,244700,44046,29364,1,0,1,No,Active,,318110,0,1,Moderate SDG,Moderate Performer,High Satisfaction,Moderate Wellbeing,Recently Promoted,4-5 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E100631,886762,Australia,South Australia,Adelaide,Adelaide Branch,Branch,26,25-34,Female,No,Corporate Services,HR Manager,4,Doctorate,5,2021,5,0,1,4,Yes,7,5,4,2,3,3,4,4,223400,40212,26808,1,0,1,No,Active,,290420,0,1,High SDG,High Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,4-5 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100679,860382,Australia,South Australia,Adelaide,Adelaide Branch,Branch,48,45-54,Male,No,Corporate Services,HR Manager,4,Doctorate,2,2024,2,0,0,2,Yes,13,3,4,4,3,3,2,4,216500,38970,25980,1,1,0,Yes,Terminated,Retirement,281450,1,0,High SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Mismatch
E100717,412199,Australia,South Australia,Adelaide,Adelaide Branch,Branch,57,55-65,Male,No,Corporate Services,HR Manager,4,Masters,13,2013,1,6,3,3,No,7,5,2,5,2,3,3,4,232200,41796,27864,1,0,1,No,Active,,301860,0,1,High SDG,Moderate Performer,Moderate Satisfaction,Low Wellbeing,Long Promotion Delay,10+ Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100721,962972,Australia,South Australia,Adelaide,Adelaide Branch,Branch,37,35-44,Male,Yes,Corporate Services,HR Manager,4,Masters,6,2020,6,0,1,4,Yes,8,5,2,3,5,4,3,3,231900,41742,27828,1,0,1,No,Active,,301470,0,1,Moderate SDG,Moderate Performer,High Satisfaction,Low Wellbeing,Recently Promoted,6-10 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E100743,418802,Australia,South Australia,Adelaide,Adelaide Branch,Branch,65,55-65,Male,No,Corporate Services,HR Manager,4,Masters,1,2025,0,0,1,2,No,10,4,5,5,3,3,3,4,208500,37530,25020,1,0,1,No,Active,,271050,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100829,875762,Australia,South Australia,Adelaide,Adelaide Branch,Branch,60,55-65,Male,No,Corporate Services,HR Manager,4,Doctorate,8,2018,8,0,4,3,No,2,4,1,4,3,3,3,3,265900,47862,31908,1,0,1,No,Active,,345670,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Low Wellbeing,Recently Promoted,6-10 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E101498,800205,Australia,South Australia,Adelaide,Adelaide Branch,Branch,36,35-44,Male,No,Corporate Services,HR Manager,4,Bachelors,6,2020,5,0,4,4,No,12,3,3,5,3,3,3,3,191700,34506,23004,1,0,1,No,Active,,249210,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E101510,697512,Australia,South Australia,Adelaide,Adelaide Branch,Branch,60,55-65,Male,No,Corporate Services,HR Manager,4,Masters,19,2007,15,2,13,4,Yes,9,5,3,2,2,3,1,4,244100,43938,29292,1,0,1,No,Active,,317330,0,1,High SDG,Low Performer,Moderate Satisfaction,Moderate Wellbeing,Moderate Promotion Delay,10+ Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E101626,242989,Australia,South Australia,Adelaide,Adelaide Branch,Branch,41,35-44,Male,No,Corporate Services,HR Manager,4,Doctorate,3,2023,0,3,1,3,Yes,5,5,5,4,3,3,2,4,218100,39258,26172,1,0,1,No,Active,,283530,0,1,High SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,2-3 Years,Corporate Services | HR Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
